chrom	start	end	length	chrom_	start_	end_	gene_name_	strand_	gene_len_	distance
chr11	103558347	103559657	1310	chr11	103559162	103559262	Gosr2	-	21049	0
chr11	103813491	103815605	2114	chr11	103815320	103815420	Nsf	-	132274	0
chr11	103826255	103829389	3134	chr11	103828003	103828103	Arf2	+	18598	0
chr11	104329868	104331050	1182	chr11	104330125	104330225	1700081L11Rik	-	135632	0
chr11	104410805	104411906	1101	chr11	104411884	104411984	Cdc27	-	47875	0
chr11	104432177	104433177	1000	chr11	104432821	104432921	Gm11663	-	289	0
chr11	104468621	104472113	3492	chr11	104469264	104469364	Itgb3	+	62476	0
chr11	104986986	104988534	1548	chr11	104987689	104987789	Mettl2	+	13969	0
chr11	105450301	105451979	1678	chr11	105451250	105451350	Tanc2	+	339318	0
chr11	105896893	105899044	2151	chr11	105898136	105898236	Dcaf7	+	22452	0
chr11	105926532	105929087	2555	chr11	105927569	105927669	5330430P22Rik	-	1228	0
chr11	105944708	105946661	1953	chr11	105945877	105945977	Map3k3	+	70833	0
chr11	106062820	106064436	1616	chr11	106063432	106063532	Strada	-	38838	0
chr11	106129611	106135199	5588	chr11	106134236	106134336	Smarcd2	-	9793	0
chr11	106137158	106138667	1509	chr11	106137936	106138036	Tcam1	+	12073	0
chr11	106247374	106249637	2263	chr11	106249339	106249439	Icam2	-	10419	0
chr11	106348160	106350000	1840	chr11	106349116	106349216	Ern1	-	93202	0
chr11	106361223	106363120	1897	chr11	106362257	106362357	Snord104	+	69	0
chr11	106472982	106475138	2156	chr11	106474687	106474787	Tex2	-	111276	0
chr11	106638124	106641754	3630	chr11	106640801	106640901	Polg2	-	11284	0
chr11	106648669	106650605	1936	chr11	106650449	106650549	Ddx5	-	8830	0
chr11	106781367	106782406	1039	chr11	106781979	106782079	Smurf2	-	100649	0
chr11	106859907	106861746	1839	chr11	106860805	106860905	Kpna2	-	10912	0
chr11	106888534	106889630	1096	chr11	106889382	106889482	1810010H24Rik	+	2325	0
chr11	106992274	106993456	1182	chr11	106993391	106993491	Bptf	-	99046	0
chr11	107048977	107051451	2474	chr11	107050645	107050745	Nol11	-	22718	0
chr11	107330169	107332253	2084	chr11	107331984	107332084	Pitpnc1	-	262828	0
chr11	107339976	107341679	1703	chr11	107340748	107340848	Psmd12	+	24878	0
chr11	107408146	107410178	2032	chr11	107409637	107409737	A830035A12Rik	-	16616	0
chr11	108203889	108205957	2068	chr11	108205192	108205292	Prkca	-	410541	0
chr11	108238747	108239861	1114	chr11	108239141	108239241	Gm11656	+	3216	0
chr11	109158768	109159768	1000	chr11	109159393	109159493	Rgs9	-	72774	0
chr11	109222099	109225165	3066	chr11	109224918	109225018	Gm11696	-	8876	0
chr11	109271004	109276478	5474	chr11	109275181	109275281	9930022D16Rik	+	6488	0
chr11	109333844	109335403	1559	chr11	109334862	109334962	Slc16a6	-	22743	0
chr11	110198224	110199367	1143	chr11	110198980	110199080	Abca5	-	68347	0
chr11	110259575	110260690	1115	chr11	110260386	110260486	Map2k6	+	126400	0
chr11	113510460	113511610	1150	chr11	113511343	113511443	Slc39a11	-	405226	0
chr11	113537517	113539994	2477	chr11	113539794	113539894	Gm11693	+	801	0
chr11	113611851	113614063	2212	chr11	113613145	113613245	Cdc42ep4	-	25031	0
chr11	114751136	114752203	1067	chr11	114751305	114751405	Cd300a	+	14613	0
chr11	114994498	114996026	1528	chr11	114995256	114995356	Cd300lf	-	17778	0
chr11	115023742	115026785	3043	chr11	115024605	115024705	Slc9a3r1	+	17840	0
chr11	115047920	115049903	1983	chr11	115049123	115049223	Nat9	-	5027	0
chr11	115136781	115139370	2589	chr11	115138314	115138414	Fdxr	-	9026	0
chr11	115228224	115229224	1000	chr11	115229020	115229120	C630004H02Rik	-	20049	0
chr11	115264652	115265719	1067	chr11	115265016	115265116	Ict1	+	8922	0
chr11	115336153	115337761	1608	chr11	115336931	115337031	Armc7	+	14800	0
chr11	115352020	115353952	1932	chr11	115353126	115353226	Nt5c	-	1442	0
chr11	115374991	115376529	1538	chr11	115375651	115375751	Hn1	-	17034	0
chr11	115395986	115398512	2526	chr11	115397540	115397640	Sumo2	-	13174	0
chr11	115473045	115474245	1200	chr11	115474233	115474333	Mif4gd	-	5051	0
chr11	115487924	115489805	1881	chr11	115489545	115489645	Slc25a19	-	14103	0
chr11	115567899	115572246	4347	chr11	115569861	115569961	Grb2	-	64552	0
chr11	115625878	115627643	1765	chr11	115626697	115626797	2310067B10Rik	+	33933	0
chr11	115674243	115675437	1194	chr11	115674903	115675003	Caskin2	-	14456	0
chr11	115684999	115686545	1546	chr11	115685313	115685413	Llgl2	+	31731	0
chr11	115759097	115761558	2461	chr11	115761230	115761330	2210020M01Rik	+	6303	0
chr11	115794100	115795782	1682	chr11	115794741	115794841	Recql5	-	40882	0
chr11	115873253	115875032	1779	chr11	115873983	115874083	Galk1	-	4262	0
chr11	115938114	115939888	1774	chr11	115939225	115939325	Unc13d	-	15866	0
chr11	115947337	115949377	2040	chr11	115948259	115948359	Wbp2	-	8422	0
chr11	115990816	115992894	2078	chr11	115992392	115992492	Trim65	-	9282	0
chr11	115999336	116001225	1889	chr11	116000132	116000232	Mrpl38	-	7051	0
chr11	116028334	116030404	2070	chr11	116029430	116029530	Fbf1	-	25881	0
chr11	116134566	116135749	1183	chr11	116135481	116135581	Srp68	-	29051	0
chr11	116167221	116168906	1685	chr11	116168497	116168597	Exoc7	-	19232	0
chr11	116273037	116274643	1606	chr11	116274296	116274396	Rnf157	-	76679	0
chr11	116293657	116295371	1714	chr11	116295358	116295458	Fam100b	+	4983	0
chr11	116441480	116443030	1550	chr11	116442711	116442811	Ube2o	-	43707	0
chr11	116703851	116705780	1929	chr11	116704713	116704813	Jmjd6	-	6017	0
chr11	116937783	116938836	1053	chr11	116938054	116938154	2810008D09Rik	+	2165	0
chr11	116975644	116976682	1038	chr11	116976432	116976532	Sec14l1	+	44100	0
chr11	117515164	117516836	1672	chr11	117515553	117515653	Tnrc6c	+	109150	0
chr11	117649803	117653180	3377	chr11	117652577	117652677	Gm11724	-	1416	0
chr11	117670707	117672184	1477	chr11	117670932	117671032	Syngr2	+	4615	0
chr11	117709074	117712256	3182	chr11	117710515	117710615	Birc5	+	6504	0
chr11	117732896	117735091	2195	chr11	117734745	117734845	Tha1	-	5529	0
chr11	118040843	118042679	1836	chr11	118042299	118042399	U6	-	94	0
chr11	118149872	118152661	2789	chr11	118151508	118151608	Usp36	-	30593	0
chr11	118262415	118264066	1651	chr11	118263356	118263456	Lgals3bp	-	9341	0
chr11	118279659	118281274	1615	chr11	118280350	118280450	Cant1	-	12797	0
chr11	118901545	118903590	2045	chr11	118902233	118902333	Cbx8	-	4664	0
chr11	118946411	118948424	2013	chr11	118947485	118947585	Cbx4	-	8648	0
chr11	118972071	118973153	1082	chr11	118972689	118972789	Gm11754	-	5097	0
chr11	119089089	119090189	1100	chr11	119089763	119089863	Tbc1d16	-	85454	0
chr11	119128191	119130015	1824	chr11	119129151	119129251	Gaa	+	17567	0
chr11	119160616	119161665	1049	chr11	119161353	119161453	Eif4a3	-	11726	0
chr11	119250990	119252109	1119	chr11	119251736	119251836	Mir1932	+	89	0
chr11	119352274	119353283	1009	chr11	119352611	119352711	A730011L01Rik	+	20090	0
chr11	119463512	119465027	1515	chr11	119464169	119464269	Rptor	+	296671	0
chr11	119803402	119806264	2862	chr11	119803962	119804062	Gm11767	-	6895	0
chr11	119947222	119948458	1236	chr11	119948091	119948191	Azi1	-	22397	0
chr11	119959231	119960925	1694	chr11	119959995	119960095	2410002I01Rik	-	8200	0
chr11	120011738	120013514	1776	chr11	120012610	120012710	Slc38a10	-	47386	0
chr11	120238921	120240417	1496	chr11	120240028	120240128	2310003H01Rik	-	9709	0
chr11	120298305	120299341	1036	chr11	120298972	120299072	Nploc4	-	57338	0
chr11	120318658	120319756	1098	chr11	120319332	120319432	1810049H13Rik	-	1462	0
chr11	120327766	120329856	2090	chr11	120328871	120328971	Arl16	-	2741	0
chr11	120345186	120346661	1475	chr11	120345877	120345977	Mrpl12	+	4452	0
chr11	120352793	120353910	1117	chr11	120353658	120353758	Gm11788	-	2988	0
chr11	120410158	120411839	1681	chr11	120410991	120411091	Fam195b	-	6839	0
chr11	120433474	120435500	2026	chr11	120434517	120434617	P4hb	-	12955	0
chr11	120457176	120461732	4556	chr11	120459629	120459729	Alyref	-	6244	0
chr11	120477650	120479547	1897	chr11	120479200	120479300	Pcyt2	-	7849	0
chr11	120485626	120486675	1049	chr11	120486504	120486604	Sirt7	-	6868	0
chr11	120486699	120489679	2980	chr11	120489445	120489545	Mafg	-	500	0
chr11	120493933	120495140	1207	chr11	120494864	120494964	Mafg	-	8483	0
chr11	120504356	120506066	1710	chr11	120505033	120505133	Pycr1	-	8057	0
chr11	120508692	120510087	1395	chr11	120509422	120509522	Myadml2	-	2127	0
chr11	120533937	120534982	1045	chr11	120534237	120534337	Aspscr1	+	36474	0
chr11	120574080	120576032	1952	chr11	120575002	120575102	Stra13	-	2796	0
chr11	120587831	120589004	1173	chr11	120588545	120588645	Dcxr	-	1882	0
chr11	120644724	120646570	1846	chr11	120645471	120645571	Rfng	-	3461	0
chr11	120656996	120658546	1550	chr11	120657667	120657767	Dus1l	-	7202	0
chr11	120684522	120686687	2165	chr11	120685442	120685542	Fasn	-	18238	0
chr11	120793477	120794918	1441	chr11	120794136	120794236	Ccdc57	-	106343	0
chr11	121064720	121066428	1708	chr11	121065975	121066075	1110031I02Rik	-	27120	0
chr11	121097709	121099956	2247	chr11	121098517	121098617	Narf	+	18603	0
chr11	121214992	121216083	1091	chr11	121215709	121215809	Wdr45l	-	27221	0
chr11	121312432	121314039	1607	chr11	121313213	121313313	Tbcd	+	165215	0
chr11	121533689	121535520	1831	chr11	121534417	121534517	B3gntl1	-	56956	0
chr11	3813024	3814984	1960	chr11	3814617	3814717	Slc35e4	-	7643	0
chr11	3863493	3864798	1305	chr11	3863928	3864028	Pes1	+	16029	0
chr11	3994889	3995889	1000	chr11	3995398	3995498	Mtfp1	-	3965	0
chr11	4034850	4035913	1063	chr11	4035155	4035255	Rnf215	+	5970	0
chr11	4117904	4119006	1102	chr11	4118178	4118278	Gatsl3	+	4184	0
chr11	4846877	4848229	1352	chr11	4848017	4848117	Nefh	-	9310	0
chr11	4886645	4887742	1097	chr11	4886777	4886877	Ap1b1	+	55905	0
chr11	4957888	4958888	1000	chr11	4958081	4958181	Rasl10a	+	2257	0
chr11	4999358	5000468	1110	chr11	4999831	4999931	Gm11031	-	494	0
chr11	5420691	5421706	1015	chr11	5420612	5420712	Xbp1	+	5234	0
chr11	5615042	5616042	1000	chr11	5615633	5615733	Mrps24	-	11697	0
chr11	5688379	5689599	1220	chr11	5688441	5688541	Dbnl	+	12474	0
chr11	6099840	6100876	1036	chr11	6100368	6100468	Nudcd3	-	94724	0
chr11	6191633	6192951	1318	chr11	6191586	6191686	Ogdh	+	65009	0
chr11	6525831	6527072	1241	chr11	6526020	6526120	Tbrg4	-	10469	0
chr11	11361654	11362974	1320	chr11	11362361	11362461	Zpbp	-	182782	0
chr11	16407502	16409673	2171	chr11	16408437	16408537	Sec61g	-	7954	0
chr11	16951404	16952589	1185	chr11	16952334	16952434	Plek	-	81175	0
chr11	17157317	17158381	1064	chr11	17157532	17157632	C1d	+	11597	0
chr11	19824187	19825488	1301	chr11	19824328	19824428	Spred2	+	99651	0
chr11	20148653	20149760	1107	chr11	20149382	20149482	Cep68	-	22392	0
chr11	20991120	20993094	1974	chr11	20991244	20991344	Peli1	+	59032	0
chr11	21137951	21140047	2096	chr11	21138842	21138942	Vps54	+	82247	0
chr11	22412011	22413330	1319	chr11	22412041	22412141	Tmem17	+	7146	0
chr11	22872179	22874897	2718	chr11	22873165	22873265	Zrsr1	+	3283	0
chr11	23565628	23566740	1112	chr11	23565909	23566009	Pex13	-	19480	0
chr11	23670028	23671213	1185	chr11	23670920	23671020	Rel	-	29456	0
chr11	24100553	24101670	1117	chr11	24101368	24101468	Gm12066	+	16183	0
chr11	26110088	26111209	1121	chr11	26110713	26110813	5730522E02Rik	-	608000	0
chr11	29030368	29031594	1226	chr11	29030694	29030794	Pnpt1	+	31084	0
chr11	29072661	29074469	1808	chr11	29073508	29073608	A630052C17Rik	-	2649	0
chr11	29273309	29274493	1184	chr11	29273608	29273708	Ccdc88a	+	137154	0
chr11	30671508	30672929	1421	chr11	30671676	30671776	Psme4	+	108635	0
chr11	32354715	32356223	1508	chr11	32355320	32355420	Ubtd2	+	61317	0
chr11	32542282	32544256	1974	chr11	32542674	32542774	Fbxw11	+	104092	0
chr11	33062139	33064044	1905	chr11	33063156	33063256	Npm1	-	10919	0
chr11	34596449	34597526	1077	chr11	34597344	34597444	Dock2	-	470579	0
chr11	40507176	40508731	1555	chr11	40508655	40508755	Mat2b	-	15889	0
chr11	43246930	43248065	1135	chr11	43247196	43247296	Slu7	+	14237	0
chr11	44332118	44333784	1666	chr11	44332416	44332516	Rnf145	+	46556	0
chr11	45665181	45666481	1300	chr11	45665457	45665557	Clint1	+	58620	0
chr11	45757716	45758811	1095	chr11	45758387	45758487	Lsm11	-	16666	0
chr11	49511291	49512540	1249	chr11	49511332	49511432	Gm12192	+	486	0
chr11	49944536	49945592	1056	chr11	49944848	49944948	Tbc1d9b	+	41389	0
chr11	50023507	50024582	1075	chr11	50024279	50024379	Sqstm1	-	11461	0
chr11	50105110	50106174	1064	chr11	50105788	50105888	Maml1	-	36702	0
chr11	50243887	50245305	1418	chr11	50244577	50244677	Rufy1	-	41839	0
chr11	50663822	50665744	1922	chr11	50664137	50664237	Grm6	+	15523	0
chr11	50744456	50745456	1000	chr11	50745085	50745185	Zfp354b	-	9810	0
chr11	51076302	51077389	1087	chr11	51076498	51076598	BC049762	-	9395	0
chr11	51419237	51420336	1099	chr11	51420299	51420399	Hnrnpab	-	7977	0
chr11	51449177	51450695	1518	chr11	51449348	51449448	Rmnd5b	-	12225	0
chr11	51670384	51671461	1077	chr11	51671105	51671205	Phf15	-	44198	0
chr11	51911982	51914427	2445	chr11	51912133	51912233	Ppp2ca	+	29097	0
chr11	53164146	53165199	1053	chr11	53164285	53164385	Aff4	+	70997	0
chr11	54251412	54252512	1100	chr11	54251651	54251751	Fnip1	+	80036	0
chr11	54600399	54601523	1124	chr11	54601127	54601227	Cdc42se2	-	70219	0
chr11	54679564	54680731	1167	chr11	54679835	54679935	Hint1	+	4118	0
chr11	54890668	54892258	1590	chr11	54891583	54891683	Ccdc69	-	28400	0
chr11	57458254	57459332	1078	chr11	57458894	57458994	Galnt10	+	142072	0
chr11	58768081	58769309	1228	chr11	58768137	58768237	Trim17	+	18413	0
chr11	58790801	58792252	1451	chr11	58791502	58791602	2310058D17Rik	-	12302	0
chr11	59318897	59320415	1518	chr11	59319114	59319214	4933439C10Rik	+	7985	0
chr11	59622971	59624116	1145	chr11	59623468	59623568	Flcn	-	18608	0
chr11	59652568	59653631	1063	chr11	59653290	59653390	Cops3	-	22043	0
chr11	59761389	59762439	1050	chr11	59761594	59761694	1700013G23Rik	-	1253	0
chr11	59918400	59920385	1985	chr11	59918465	59918565	Rai1	+	94184	0
chr11	60726300	60728418	2118	chr11	60728202	60728302	Gm16515	-	12504	0
chr11	60939914	60940919	1005	chr11	60940207	60940307	Tnfrsf13b	+	22617	0
chr11	61667704	61668797	1093	chr11	61668525	61668625	Ulk2	-	79424	0
chr11	62270598	62272058	1460	chr11	62271993	62272093	Ncor1	-	142115	0
chr11	62351969	62353070	1101	chr11	62352713	62352813	Cenpv	-	14315	0
chr11	62692859	62693916	1057	chr11	62692907	62693007	Fam18b	+	37325	0
chr11	65620336	65621580	1244	chr11	65620627	65620727	Zkscan6	+	22064	0
chr11	67779622	67780837	1215	chr11	67779645	67779745	Stx8	+	240955	0
chr11	68829302	68830387	1085	chr11	68829363	68829463	1500010J02Rik	+	20562	0
chr11	68938588	68939675	1087	chr11	68939348	68939448	Aloxe3	+	23219	0
chr11	69181780	69184081	2301	chr11	69182878	69182978	Chd3	-	26153	0
chr11	69208930	69209963	1033	chr11	69209083	69209183	Cyb5d1	-	3706	0
chr11	69484813	69486920	2107	chr11	69485875	69485975	Eif4a1	-	5487	0
chr11	69571890	69573301	1411	chr11	69572089	69572189	Polr2a	-	24640	0
chr11	69608793	69609886	1093	chr11	69609395	69609495	Chrnb1	-	11907	0
chr11	69708336	69709357	1021	chr11	69708991	69709091	Acap1	-	13972	0
chr11	69714361	69716002	1641	chr11	69714439	69714539	2810408A11Rik	-	3635	0
chr11	69735146	69736401	1255	chr11	69735410	69735510	Eif5a	-	5244	0
chr11	69748927	69749927	1000	chr11	69749248	69749348	Ybx2	+	5809	0
chr11	69793875	69795380	1505	chr11	69794608	69794708	Ctdnep1	+	9445	0
chr11	70051174	70052230	1056	chr11	70051366	70051466	0610010K14Rik	-	2708	0
chr11	70245803	70248068	2265	chr11	70246087	70246187	Arrb2	+	8193	0
chr11	70375954	70377752	1798	chr11	70376333	70376433	Mink1	+	51602	0
chr11	70500743	70501831	1088	chr11	70501557	70501657	Camta2	-	18642	0
chr11	70657982	70659054	1072	chr11	70658215	70658315	Rabep1	+	98342	0
chr11	72019996	72021712	1716	chr11	72020911	72021011	4933427D14Rik	-	53530	0
chr11	74739175	74740247	1072	chr11	74739400	74739500	Srr	-	19589	0
chr11	75401294	75402515	1221	chr11	75401549	75401649	Pitpna	+	40707	0
chr11	75546188	75547440	1252	chr11	75546321	75546421	Ywhae	+	32976	0
chr11	75840496	75841558	1062	chr11	75841234	75841334	Fam101b	-	8588	0
chr11	75992506	75993991	1485	chr11	75993099	75993199	Vps53	-	133421	0
chr11	76220338	76221396	1058	chr11	76220404	76220504	Timm22	+	9340	0
chr11	76891194	76892247	1053	chr11	76891887	76891987	Ccdc55	-	34143	0
chr11	77275831	77276831	1000	chr11	77275863	77275963	Coro6	+	8073	0
chr11	77845464	77846509	1045	chr11	77846117	77846217	A030003K02Rik	-	2653	0
chr11	77907843	77909003	1160	chr11	77908112	77908212	BC017647	+	62040	0
chr11	77989913	77990957	1044	chr11	77990127	77990227	Nek8	-	10569	0
chr11	78114797	78115910	1113	chr11	78114981	78115081	Spag5	+	20928	0
chr11	78141546	78142659	1113	chr11	78141867	78141967	Pigs	+	14367	0
chr11	78311045	78312162	1117	chr11	78311206	78311306	Sarm1	-	25424	0
chr11	79066970	79068492	1522	chr11	79068123	79068223	Wsb1	-	15299	0
chr11	79517256	79518913	1657	chr11	79518082	79518182	Gm11205	+	790	0
chr11	79997002	79998068	1066	chr11	79997303	79997403	Rnf135	+	15906	0
chr11	80022278	80023469	1191	chr11	80022471	80022571	Rhot1	+	58888	0
chr11	80321819	80322912	1093	chr11	80322558	80322658	C030013C21Rik	-	1696	0
chr11	82577537	82578604	1067	chr11	82577773	82577873	Cct6b	-	45071	0
chr11	82683672	82685095	1423	chr11	82684662	82684762	Rffl	-	68761	0
chr11	82703272	82704395	1123	chr11	82704066	82704166	Rad51l3	-	18650	0
chr11	82804641	82805683	1042	chr11	82805282	82805382	Slfn9	-	12201	0
chr11	83115917	83117023	1106	chr11	83116038	83116138	Pex12	-	7944	0
chr11	83275993	83276993	1000	chr11	83276523	83276623	Mmp28	-	22303	0
chr11	83566911	83568228	1317	chr11	83567148	83567248	Heatr6	+	30058	0
chr11	83777658	83779573	1915	chr11	83777880	83777980	Synrg	+	80150	0
chr11	84632001	84634095	2094	chr11	84632967	84633067	Mrm1	-	6454	0
chr11	86171000	86172066	1066	chr11	86171054	86171154	Med13	-	90569	0
chr11	86358075	86359108	1033	chr11	86358257	86358357	Rps6kb1	-	45934	0
chr11	86570240	86571306	1066	chr11	86571017	86571117	Cltc	-	63214	0
chr11	87573041	87574104	1063	chr11	87573993	87574093	Bzrap1	+	25387	0
chr11	87860952	87862097	1145	chr11	87861458	87861558	Gm11508	-	36015	0
chr11	87912434	87913616	1182	chr11	87912598	87912698	Cuedc1	+	94994	0
chr11	90499076	90500359	1283	chr11	90499348	90499448	Stxbp4	-	161592	0
chr11	94182530	94184259	1729	chr11	94183252	94183352	Luc7l3	-	34098	0
chr11	94409968	94411006	1038	chr11	94410519	94410619	Rsad1	-	9457	0
chr11	94490862	94492034	1172	chr11	94491031	94491131	Lrrc59	+	15449	0
chr11	95573978	95575154	1176	chr11	95574018	95574118	1110035M17Rik	-	12648	0
chr11	95925836	95927001	1165	chr11	95926652	95926752	Ube2z	-	17956	0
chr11	97140967	97142693	1726	chr11	97141902	97142002	Npepps	-	74796	0
chr11	97223341	97224604	1263	chr11	97223815	97223915	Socs7	+	35991	0
chr11	97520681	97521805	1124	chr11	97521631	97521731	Gm11613	-	16183	0
chr11	97605803	97606858	1055	chr11	97605968	97606068	Pip4k2b	-	29547	0
chr11	98411582	98412704	1122	chr11	98412361	98412461	Zpbp2	+	7568	0
chr11	98571848	98572848	1000	chr11	98572353	98572453	SNORD124	-	103	0
chr11	98843189	98844189	1000	chr11	98844280	98844380	Gjd3	-	836	91
chr11	99016236	99018684	2448	chr11	99016341	99016441	Ccr7	-	10881	0
chr11	99091360	99092529	1169	chr11	99092281	99092381	Smarce1	-	21970	0
chr11	100565320	100566458	1138	chr11	100565535	100565635	Dhx58	-	9567	0
chr11	100869946	100871005	1059	chr11	100870716	100870816	Atp6v0a1	+	54267	0
chr11	100943600	100944665	1065	chr11	100943829	100943929	Coasy	+	4054	0
chr11	100956427	100958279	1852	chr11	100956700	100956800	Psmc3ip	-	3613	0
chr11	101017052	101018112	1060	chr11	101017171	101017271	Tubg2	+	5880	0
chr11	101114681	101115717	1036	chr11	101114971	101115071	Vps25	+	5842	0
chr11	101162749	101163946	1197	chr11	101163550	101163650	Becn1	-	16334	0
chr11	101506864	101507891	1027	chr11	101507194	101507294	U2	-	190	0
chr11	101645940	101647524	1584	chr11	101646635	101646735	Etv4	-	15629	0
chr11	101746686	101748423	1737	chr11	101747501	101747601	Gm11551	+	4969	0
chr11	102268636	102270651	2015	chr11	102269210	102269310	Slc25a39	-	4961	0
chr11	102741546	102743459	1913	chr11	102742249	102742349	Eftud2	-	42512	0
chr11	102889480	102892395	2915	chr11	102889597	102889697	Dcakd	-	34286	0
chr11	106020529	106022423	1894	chr11	106022124	106022224	Limd2	-	4604	0
chr11	106077450	106078528	1078	chr11	106077608	106077708	Ccdc47	-	18936	0
chr11	106116820	106118214	1394	chr11	106117343	106117443	Ftsj3	-	6937	0
chr11	106175606	106176627	1021	chr11	106176026	106176126	Cd79b	-	3421	0
chr11	106612146	106613824	1678	chr11	106612467	106612567	Gm885	+	17591	0
chr11	108286263	108287263	1000	chr11	108286456	108286556	Ccdc46	+	435423	0
chr11	109287174	109288174	1000	chr11	109287210	109287310	Amz2	+	26867	0
chr11	113544658	113546159	1501	chr11	113545419	113545519	D11Wsu99e	-	22836	0
chr11	114529681	114530746	1065	chr11	114529788	114529888	Rpl38	+	3807	0
chr11	114536519	114537605	1086	chr11	114536695	114536795	Ttyh2	+	45546	0
chr11	115281155	115282243	1088	chr11	115281226	115281326	Atp5h	-	4273	0
chr11	115425127	115426228	1101	chr11	115425698	115425798	Nup85	+	19551	0
chr11	115465102	115466177	1075	chr11	115465315	115465415	Gga3	-	19796	0
chr11	115675717	115677276	1559	chr11	115675988	115676088	Tsen54	+	8370	0
chr11	115891659	115893145	1486	chr11	115891586	115891686	Unk	+	30892	0
chr11	116059802	116060867	1065	chr11	116060309	116060409	Acox1	-	27157	0
chr11	116295440	116296575	1135	chr11	116295358	116295458	Fam100b	+	4983	0
chr11	116532729	116533749	1020	chr11	116532924	116533024	1810032O08Rik	+	4139	0
chr11	116713690	116715353	1663	chr11	116714358	116714458	Srsf2	-	3197	0
chr11	117642492	117643652	1160	chr11	117643462	117643562	Tmc6	-	16210	0
chr11	117686075	117687214	1139	chr11	117687188	117687288	Afmid	+	13984	0
chr11	117829688	117831549	1861	chr11	117831311	117831411	Socs3	-	3968	0
chr11	118109758	118110886	1128	chr11	118109856	118109956	Cyth1	-	116573	0
chr11	118337993	118339073	1080	chr11	118338093	118338193	Engase	+	12380	0
chr11	118884160	118885674	1514	chr11	118884226	118884326	Cbx2	+	8308	0
chr11	119216093	119217553	1460	chr11	119216800	119216900	Sgsh	-	12111	0
chr11	119253646	119254733	1087	chr11	119254364	119254464	Rnf213	+	94318	0
chr11	119774747	119776637	1890	chr11	119774705	119774805	Chmp6	+	6107	0
chr11	120209098	120210749	1651	chr11	120209806	120209906	Actg1	-	2852	0
chr11	120442638	120443750	1112	chr11	120442888	120442988	Arhgdia	-	3520	0
chr11	120851611	120852669	1058	chr11	120852594	120852694	Csnk1d	-	32865	0
chr11	121089792	121090878	1086	chr11	121090586	121090686	BC017643	-	6734	0
chr11	121282396	121283511	1115	chr11	121282665	121282765	Fn3krp	+	9887	0
chr12	3234627	3236487	1860	chr12	3236561	3236661	1700012B15Rik	+	13388	74
chr12	3308755	3310900	2145	chr12	3309919	3310019	Rab10	-	62539	0
chr12	3353667	3357416	3749	chr12	3357103	3357203	Gm17681	-	13337	0
chr12	3364775	3366047	1272	chr12	3365082	3365182	Kif3c	+	41362	0
chr12	3425788	3430966	5178	chr12	3426594	3426694	1110002L01Rik	-	21336	0
chr12	3890719	3891994	1275	chr12	3890681	3890781	AC159324.1	-	79	0
chr12	4038180	4039266	1086	chr12	4038865	4038965	Efr3b	-	76361	0
chr12	4081832	4083280	1448	chr12	4082562	4082662	Dnajc27	+	27990	0
chr12	4132714	4134130	1416	chr12	4133053	4133153	Adcy3	+	80422	0
chr12	4233671	4234689	1018	chr12	4234244	4234344	Cenpo	-	38290	0
chr12	4775431	4776776	1345	chr12	4776023	4776123	A830093I24Rik	-	23051	0
chr12	4847766	4848766	1000	chr12	4848351	4848451	Fkbp1b	-	8420	0
chr12	4849787	4850912	1125	chr12	4850059	4850159	BC068281	+	13622	0
chr12	4913687	4915329	1642	chr12	4914461	4914561	Ubxn2a	-	28673	0
chr12	4923398	4925184	1786	chr12	4924160	4924260	Atad2b	+	126643	0
chr12	8214654	8215797	1143	chr12	8214863	8214963	1110057K04Rik	+	77651	0
chr12	8319842	8321258	1416	chr12	8320189	8320289	Hs1bp3	+	30391	0
chr12	8506067	8507105	1038	chr12	8506741	8506841	Rhob	-	2222	0
chr12	8928055	8930048	1993	chr12	8928080	8928180	Laptm4a	+	17418	0
chr12	8980084	8981638	1554	chr12	8980648	8980748	Wdr35	+	54955	0
chr12	10397294	10398464	1170	chr12	10397536	10397636	Rdh14	+	4782	0
chr12	11271651	11273686	2035	chr12	11272543	11272643	Gen1	-	26046	0
chr12	12268641	12269655	1014	chr12	12268895	12268995	Fam49a	+	114220	0
chr12	12948449	12950176	1727	chr12	12948670	12948770	Mycn	-	5818	0
chr12	13255221	13256331	1110	chr12	13255969	13256069	Ddx1	-	29905	0
chr12	16593805	16599356	5551	chr12	16596526	16596626	Lpin1	-	54101	0
chr12	16817349	16818460	1111	chr12	16817721	16817821	E2f6	+	15778	0
chr12	17005697	17008401	2704	chr12	17007164	17007264	Pqlc3	-	11760	0
chr12	17272425	17274345	1920	chr12	17273301	17273401	Pdia6	+	18225	0
chr12	17354346	17355422	1076	chr12	17355235	17355335	Nol10	+	82096	0
chr12	17550710	17553054	2344	chr12	17551629	17551729	Odc1	+	6629	0
chr12	17696836	17699031	2195	chr12	17697570	17697670	Hpcal1	+	101112	0
chr12	21290583	21294185	3602	chr12	21292048	21292148	Itgb1bp1	-	45412	0
chr12	21321377	21323744	2367	chr12	21322203	21322303	Iah1	+	7213	0
chr12	21378653	21380324	1671	chr12	21379443	21379543	Adam17	-	50123	0
chr12	21421033	21424494	3461	chr12	21423448	21423548	Ywhaq	-	27566	0
chr12	25182766	25184138	1372	chr12	25183396	25183496	Taf1b	+	59990	0
