chrom	start	end	length	chrom_	start_	end_	gene_name_	strand_	gene_len_	distance
chr10	118247160	118248907	1747	chr10	118296405	118305959	Dyrk2	-	9554	47498
chr10	118319454	118321496	2042	chr10	118296405	118305959	Dyrk2	-	9554	13495
chr10	118463800	118466906	3106	chr10	118296405	118305959	Dyrk2	-	9554	157841
chr10	120053261	120054737	1476	chr10	120042593	120042652	SNORA17	+	59	10609
chr10	120181763	120183403	1640	chr10	120202830	120215942	4921513I03Rik	+	13112	19427
chr10	120925010	120926752	1742	chr10	120847406	120913306	Rassf3	-	65900	11704
chr10	120937461	120939084	1623	chr10	120847406	120913306	Rassf3	-	65900	24155
chr10	120941958	120942990	1032	chr10	120847406	120913306	Rassf3	-	65900	28652
chr10	120943700	120945534	1834	chr10	120847406	120913306	Rassf3	-	65900	30394
chr10	121491121	121492121	1000	chr10	121218047	121484371	Srgap1	-	266324	6750
chr10	124806772	124808110	1338	chr10	124663520	124766019	Slc16a7	-	102499	40753
chr10	124824763	124825763	1000	chr10	124663520	124766019	Slc16a7	-	102499	58744
chr10	125185293	125186293	1000	chr10	125403275	125452415	Lrig3	+	49140	216982
chr10	125871413	125872475	1062	chr10	125473883	125473955	AC153489.1	+	72	397458
chr10	125873700	125875712	2012	chr10	125473883	125473955	AC153489.1	+	72	399745
chr10	125935314	125936623	1309	chr10	126277431	126277557	SNORA17	-	126	340808
chr10	125937852	125940239	2387	chr10	126277431	126277557	SNORA17	-	126	337192
chr10	126037409	126039293	1884	chr10	126277431	126277557	SNORA17	-	126	238138
chr10	128039015	128042372	3357	chr10	128052412	128053677	Gm9182	+	1265	10040
chr10	129748036	129749607	1571	chr10	129759908	129801091	Tespa1	+	41183	10301
chr10	129807129	129809302	2173	chr10	129759908	129801091	Tespa1	+	41183	6038
chr10	129978985	129980065	1080	chr10	129908388	129934435	Vmn2r87	-	26047	44550
chr10	10949482	10950482	1000	chr10	10869225	10937393	Shprh	+	68168	12089
chr10	13664744	13665744	1000	chr10	13686185	13871182	Hivep2	+	184997	20441
chr10	13906354	13907354	1000	chr10	13686185	13871182	Hivep2	+	184997	35172
chr10	16951932	16952932	1000	chr10	16836610	16836706	U6	+	96	115226
chr10	17204680	17205703	1023	chr10	17443034	17445479	Cited2	+	2445	237331
chr10	17403543	17404855	1312	chr10	17443034	17445479	Cited2	+	2445	38179
chr10	18782228	18784194	1966	chr10	18720716	18735463	Tnfaip3	-	14747	46765
chr10	19010799	19011799	1000	chr10	19076366	19078412	Olig3	+	2046	64567
chr10	20812714	20813714	1000	chr10	20672391	20800234	Ahi1	+	127843	12480
chr10	22026174	22027236	1062	chr10	21878392	22008655	H60b	+	130263	17519
chr10	23560464	23561464	1000	chr10	23571268	23589649	Vnn3	+	18381	9804
chr10	24473427	24475022	1595	chr10	24493620	24556001	Enpp3	-	62381	18598
chr10	36968516	36970647	2131	chr10	37057292	37099458	Gm16988	+	42166	86645
chr10	37531628	37532708	1080	chr10	37651486	37651586	AC155948.1	+	100	118778
chr10	37773101	37774173	1072	chr10	37651486	37651586	AC155948.1	+	100	121515
chr10	40209053	40210053	1000	chr10	40069114	40203624	Cdk19	+	134510	5429
chr10	43387078	43388078	1000	chr10	43313233	43350722	F930017D23Rik	+	37489	36356
chr10	44327024	44328123	1099	chr10	44317046	44317133	U6	-	87	9891
chr10	51173575	51174660	1085	chr10	51200438	51206122	Gp49a	+	5684	25778
chr10	52887675	52888675	1000	chr10	52940181	52940262	AC105169.1	-	81	51506
chr10	53583174	53584174	1000	chr10	53624594	53795602	Man1a	-	171008	40420
chr10	59370424	59371489	1065	chr10	59342304	59362050	Dnajb12	+	19746	8374
chr10	59624282	59625296	1014	chr10	59644280	59682008	Chst3	-	37728	18984
chr10	59631060	59632761	1701	chr10	59644280	59682008	Chst3	-	37728	11519
chr10	66327010	66328288	1278	chr10	66375237	66383006	1110002J07Rik	-	7769	46949
chr10	66416425	66417621	1196	chr10	66383650	66386347	Gm17351	+	2697	30078
chr10	66466226	66467806	1580	chr10	66474256	66559605	Reep3	-	85349	6450
chr10	66966193	66967328	1135	chr10	66998223	67004936	Egr2	+	6713	30895
chr10	67109471	67111024	1553	chr10	67034790	67037011	Gm10797	+	2221	72460
chr10	67143969	67148895	4926	chr10	67034790	67037011	Gm10797	+	2221	106958
chr10	67163709	67164709	1000	chr10	67034790	67037011	Gm10797	+	2221	126698
chr10	68306713	68307797	1084	chr10	68186494	68245402	Tmem26	+	58908	61311
chr10	78879769	78880832	1063	chr10	78819321	78859943	Vmn2r82	+	40622	19826
chr10	81459869	81460875	1006	chr10	81471136	81471603	Gm8290	+	467	10261
chr10	83574438	83575438	1000	chr10	83833650	83903342	Nuak1	-	69692	258212
chr10	83942946	83944476	1530	chr10	83951038	83960180	4930463O16Rik	+	9142	6562
chr10	85291851	85293041	1190	chr10	85270560	85271990	Gm6721	+	1430	19861
chr10	88094172	88095172	1000	chr10	87981024	88067897	Mybpc1	-	86873	26275
chr10	90644611	90645655	1044	chr10	90610316	90634759	Tmpo	-	24443	9852
chr10	90733208	90734208	1000	chr10	90690931	90691257	Gm16484	+	326	41951
chr10	92816762	92817762	1000	chr10	92710159	92773880	Elk3	-	63721	42882
chr10	92822285	92824338	2053	chr10	92710159	92773880	Elk3	-	63721	48405
chr10	92861287	92862287	1000	chr10	92916141	92947641	Lta4h	+	31500	53854
chr10	94429754	94430754	1000	chr10	94411224	94411527	7SK	+	303	18227
chr10	94812384	94813496	1112	chr10	94637380	94786767	Cradd	-	149387	25617
chr10	95224750	95225750	1000	chr10	95255205	95257614	4732465J04Rik	+	2409	29455
chr10	95724152	95725244	1092	chr10	95626965	95627065	AC131596.1	+	100	97087
chr10	95729002	95730029	1027	chr10	95626965	95627065	AC131596.1	+	100	101937
chr10	95892808	95893808	1000	chr10	96079635	96085447	Btg1	+	5812	185827
chr10	96068531	96069682	1151	chr10	96079635	96085447	Btg1	+	5812	9953
chr10	110554355	110556095	1740	chr10	110562907	110563794	Gm5428	+	887	6812
chr10	110556149	110557276	1127	chr10	110562907	110563794	Gm5428	+	887	5631
chr10	116829856	116831364	1508	chr10	116781729	116817071	Cpsf6	-	35342	12785
chr10	116892600	116893600	1000	chr10	116781729	116817071	Cpsf6	-	35342	75529
chr10	116969053	116970233	1180	chr10	117031241	117031988	Kifc5c-ps	+	747	61008
chr10	117329775	117330775	1000	chr10	117251527	117282991	Rap1b	-	31464	46784
chr10	117377527	117378892	1365	chr10	117251527	117282991	Rap1b	-	31464	94536
chr10	117389203	117390876	1673	chr10	117251527	117282991	Rap1b	-	31464	106212
chr10	117538128	117539326	1198	chr10	117578843	117606053	Mdm1	+	27210	39517
chr10	118036549	118037667	1118	chr10	117878103	117882948	Ifng	+	4845	153601
chr10	124825958	124827016	1058	chr10	124663520	124766019	Slc16a7	-	102499	59939
chr10	129750861	129751861	1000	chr10	129759908	129801091	Tespa1	+	41183	8047
chr11	3004098	3006468	2370	chr11	3025907	3031007	Pisd-ps1	+	5100	19439
chr11	5076224	5078052	1828	chr11	5091555	5161561	Kremen1	-	70006	13503
chr11	5384737	5387808	3071	chr11	5395195	5395449	Gm11962	-	254	7387
chr11	5411361	5414063	2702	chr11	5398843	5405702	Gm11963	+	6859	5659
chr11	6265127	6267038	1911	chr11	6191636	6256645	Ogdh	+	65009	8482
chr11	8588746	8590030	1284	chr11	8331655	8564538	Tns3	-	232883	24208
chr11	11428212	11429720	1508	chr11	11362097	11415195	4930415F15Rik	+	53098	13017
chr11	16457909	16460241	2332	chr11	16414536	16415984	Akt2-ps	+	1448	41925
chr11	16490826	16491826	1000	chr11	16534866	16536110	Gm12663	-	1244	43040
chr11	16640629	16641864	1235	chr11	16632608	16632714	U6	-	106	7915
chr11	20363859	20366805	2946	chr11	20346415	20346813	Gm12034	+	398	17046
chr11	20368047	20370041	1994	chr11	20346415	20346813	Gm12034	+	398	21234
chr11	20377001	20378492	1491	chr11	20346415	20346813	Gm12034	+	398	30188
chr11	20430644	20432689	2045	chr11	20443256	20553024	Sertad2	+	109768	10567
chr11	20813408	20815182	1774	chr11	20747756	20747884	SNORA65	-	128	65524
chr11	20932738	20934770	2032	chr11	20991294	21050326	Peli1	+	59032	56524
chr11	20944771	20948089	3318	chr11	20991294	21050326	Peli1	+	59032	43205
chr11	21073861	21075449	1588	chr11	21097711	21097979	7SK	-	268	22262
chr11	21449027	21450663	1636	chr11	21456790	21472370	Mdh1	-	15580	6127
chr11	22551983	22554025	2042	chr11	22526378	22526667	Gm12053	-	289	25316
chr11	22565165	22567350	2185	chr11	22526378	22526667	Gm12053	-	289	38498
chr11	22592203	22593268	1065	chr11	22608883	22609260	Gm12054	-	377	15615
chr11	23705122	23706812	1690	chr11	23676903	23677047	U1	-	144	28075
chr11	23710473	23711473	1000	chr11	23676903	23677047	U1	-	144	33426
chr11	23722336	23723571	1235	chr11	23762646	23795253	Papolg	-	32607	39075
chr11	23745428	23747071	1643	chr11	23762646	23795253	Papolg	-	32607	15575
chr11	23754595	23755595	1000	chr11	23762646	23795253	Papolg	-	32607	7051
chr11	23813052	23814894	1842	chr11	23828596	23828854	Gm12062	-	258	13702
chr11	23853822	23854918	1096	chr11	23828596	23828854	Gm12062	-	258	24968
chr11	23887147	23888876	1729	chr11	23828596	23828854	Gm12062	-	258	58293
chr11	24084573	24086249	1676	chr11	23978056	24074123	Bcl11a	+	96067	10450
chr11	24135331	24136331	1000	chr11	24101418	24117601	Gm12066	+	16183	17730
chr11	24153859	24157614	3755	chr11	24101418	24117601	Gm12066	+	16183	36258
chr11	24159412	24160412	1000	chr11	24101418	24117601	Gm12066	+	16183	41811
chr11	24175619	24177242	1623	chr11	24101418	24117601	Gm12066	+	16183	58018
chr11	24196996	24197996	1000	chr11	24101418	24117601	Gm12066	+	16183	79395
chr11	24290177	24291309	1132	chr11	24326246	24622646	Gm12068	+	296400	34937
chr11	26503571	26505271	1700	chr11	26371322	26493999	Vrk2	-	122677	9572
chr11	26539662	26541509	1847	chr11	26371322	26493999	Vrk2	-	122677	45663
chr11	27001138	27004053	2915	chr11	26987017	26987135	SNORA17	-	118	14003
chr11	31632220	31633330	1110	chr11	31690113	31724524	D630024D03Rik	-	34411	56783
chr11	31848831	31849831	1000	chr11	31772211	31835634	Cpeb4	+	63423	13197
chr11	32230359	32231870	1511	chr11	32247820	32328173	Sh3pxd2b	+	80353	15950
chr11	34011258	34012374	1116	chr11	33873961	33998554	4930469K13Rik	-	124593	12704
chr11	34609126	34610126	1000	chr11	34126815	34597394	Dock2	-	470579	11732
chr11	34701576	34702576	1000	chr11	34693841	34696033	Gm12711	+	2192	5543
chr11	34895260	34897591	2331	chr11	34934726	35522009	Slit3	+	587283	37135
chr11	34903219	34905506	2287	chr11	34934726	35522009	Slit3	+	587283	29220
chr11	42781252	42782352	1100	chr11	42849248	42850780	Gm9972	+	1532	66896
chr11	42906862	42910429	3567	chr11	42919642	42929796	Gm12145	-	10154	9213
chr11	42956941	42957941	1000	chr11	42963379	43075787	Atp10b	+	112408	5438
chr11	43156148	43159040	2892	chr11	43187899	43187963	Mir146	-	64	28859
chr11	43166560	43168302	1742	chr11	43187899	43187963	Mir146	-	64	19597
chr11	43171131	43173612	2481	chr11	43187899	43187963	Mir146	-	64	14287
chr11	43206069	43209925	3856	chr11	43198984	43200685	Gm12148	+	1701	5384
chr11	43223194	43225233	2039	chr11	43233752	43239753	Pttg1	-	6001	8519
chr11	44309209	44310559	1350	chr11	44292709	44293711	Gm12156	+	1002	15498
chr11	44310643	44312972	2329	chr11	44292709	44293711	Gm12156	+	1002	16932
chr11	44317121	44318758	1637	chr11	44332466	44379022	Rnf145	+	46556	13708
chr11	44388044	44389344	1300	chr11	44332466	44379022	Rnf145	+	46556	9022
chr11	44390756	44391756	1000	chr11	44399819	44404731	4930597A21Rik	+	4912	8063
chr11	44902956	44903956	1000	chr11	44916368	44930430	Gm12159	-	14062	12412
chr11	45358707	45360993	2286	chr11	45222544	45282006	Gm12162	-	59462	76701
chr11	45565708	45567506	1798	chr11	45621589	45654673	F630206G17Rik	+	33084	54083
chr11	48600697	48602520	1823	chr11	48613834	48619936	Gnb2l1	+	6102	11314
chr11	49810288	49811330	1042	chr11	49715337	49794496	Rasgef1c	+	79159	15792
chr11	51614075	51615194	1119	chr11	51577189	51605427	Sar1b	+	28238	8648
chr11	51618532	51619732	1200	chr11	51626957	51671155	Phf15	-	44198	7225
chr11	51687793	51689184	1391	chr11	51626957	51671155	Phf15	-	44198	16638
chr11	51729106	51730423	1317	chr11	51763384	52083016	Gm16953	-	319632	32961
chr11	51744896	51745896	1000	chr11	51763384	52083016	Gm16953	-	319632	17488
chr11	51748894	51752878	3984	chr11	51763384	52083016	Gm16953	-	319632	10506
chr11	52131762	52132762	1000	chr11	52089557	52099681	A630014C17Rik	+	10124	32081
chr11	52137061	52139569	2508	chr11	52174362	52202899	Vdac1	+	28537	34793
chr11	52154496	52155496	1000	chr11	52174362	52202899	Vdac1	+	28537	18866
chr11	52159686	52160872	1186	chr11	52174362	52202899	Vdac1	+	28537	13490
chr11	53120847	53122627	1780	chr11	53073316	53113959	Hspa4	-	40643	6888
chr11	53576774	53577824	1050	chr11	53583516	53591876	Irf1	+	8360	5692
chr11	53901127	53902926	1799	chr11	53913597	53945167	P4ha2	+	31570	10671
chr11	53904093	53907016	2923	chr11	53913597	53945167	P4ha2	+	31570	6581
chr11	53962701	53964586	1885	chr11	53972428	53973558	Gm12221	+	1130	7842
chr11	54106873	54109010	2137	chr11	54117300	54178258	Acsl6	+	60958	8290
chr11	54615151	54616908	1757	chr11	54530958	54601177	Cdc42se2	-	70219	13974
chr11	54620550	54622787	2237	chr11	54633421	54638469	Gm12228	+	5048	10634
chr11	54786054	54787241	1187	chr11	54792610	54846947	Anxa6	-	54337	5369
chr11	57770248	57772744	2496	chr11	57762231	57762587	Gm12245	-	356	7661
chr11	57775661	57776757	1096	chr11	57782844	57783114	7SK	+	270	6087
chr11	59449976	59451038	1062	chr11	59426468	59427727	Olfr225	+	1259	22249
chr11	59745924	59746924	1000	chr11	59735001	59735391	1810063I02Rik	+	390	10533
chr11	60916233	60918803	2570	chr11	60940257	60962874	Tnfrsf13b	+	22617	21454
chr11	61443065	61444065	1000	chr11	61466767	61486286	Grap	+	19519	22702
chr11	61452157	61453188	1031	chr11	61466767	61486286	Grap	+	19519	13579
chr11	62488711	62489831	1120	chr11	62462166	62479856	Mmgt2	+	17690	8855
chr11	65607529	65609599	2070	chr11	65501745	65601799	Map2k4	-	100054	5730
chr11	66686034	66688197	2163	chr11	66719223	66760588	Gm12298	-	41365	31026
chr11	66957456	66958886	1430	chr11	66925963	66933582	2310065F04Rik	-	7619	23874
chr11	67203565	67205059	1494	chr11	67135160	67185088	Myh13	+	49928	18477
chr11	69071378	69074912	3534	chr11	69054101	69054205	U6	+	104	17173
chr11	69079816	69082864	3048	chr11	69107653	69108979	1700067G03Rik	+	1326	24789
chr11	69897662	69898662	1000	chr11	69906146	69919689	Asgr2	+	13543	7484
chr11	70119016	70120591	1575	chr11	70129112	70136130	Alox12e	-	7018	8521
chr11	72371421	72373007	1586	chr11	72308421	72364008	Spns3	-	55587	7413
chr11	72407699	72409892	2193	chr11	72420785	72499983	Ube2g1	+	79198	10893
chr11	72410163	72411335	1172	chr11	72420785	72499983	Ube2g1	+	79198	9450
chr11	72753734	72754874	1140	chr11	72609728	72740622	Zzef1	+	130894	13112
chr11	72759377	72761214	1837	chr11	72774671	72806546	Atp2a3	+	31875	13457
chr11	72766741	72768521	1780	chr11	72774671	72806546	Atp2a3	+	31875	6150
chr11	75092531	75093866	1335	chr11	75007285	75081271	Rtn4rl1	+	73986	11260
chr11	75779855	75780903	1048	chr11	75644501	75751931	Rph3al	-	107430	27924
chr11	75789460	75793394	3934	chr11	75813414	75817071	1700016K19Rik	+	3657	20020
chr11	75796289	75799194	2905	chr11	75813414	75817071	1700016K19Rik	+	3657	14220
chr11	76687279	76688279	1000	chr11	76591926	76660520	Cpd	-	68594	26759
chr11	77009985	77010985	1000	chr11	76903417	77002470	Efcab5	-	99053	7515
chr11	78605359	78606917	1558	chr11	78637889	78637975	U6	+	86	30972
chr11	78699674	78701448	1774	chr11	78734289	78773756	Nos2	+	39467	32841
chr11	78810794	78812923	2129	chr11	78776476	78798448	Lgals9	-	21972	12346
chr11	78815747	78816877	1130	chr11	78826942	78959909	Ksr1	-	132967	10065
chr11	78819071	78820804	1733	chr11	78826942	78959909	Ksr1	-	132967	6138
chr11	79037867	79038867	1000	chr11	79026298	79026745	Gm11200	+	447	11122
chr11	79091614	79093270	1656	chr11	79109681	79110408	Gm9964	-	727	16411
chr11	79099539	79101620	2081	chr11	79109681	79110408	Gm9964	-	727	8061
chr11	79119056	79121416	2360	chr11	79109681	79110408	Gm9964	-	727	8648
chr11	79552085	79553726	1641	chr11	79539902	79540013	Mir365-2	+	111	12072
chr11	82890833	82893793	2960	chr11	82878614	82884180	Slfn2	+	5566	6653
chr11	83052358	83054207	1849	chr11	83037078	83040106	AI662270	+	3028	12252
chr11	83375773	83377700	1927	chr11	83386421	83392138	Ccl9	-	5717	8721
chr11	83550122	83551907	1785	chr11	83560442	83566144	1100001G20Rik	+	5702	8535
chr11	86193348	86196214	2866	chr11	86080535	86171104	Med13	-	90569	22244
chr11	86196888	86198770	1882	chr11	86222328	86222447	5S_rRNA	+	119	23558
chr11	86208761	86210882	2121	chr11	86222328	86222447	5S_rRNA	+	119	11446
chr11	86211885	86214201	2316	chr11	86222328	86222447	5S_rRNA	+	119	8127
chr11	86240363	86243436	3073	chr11	86250812	86250917	U6	-	105	7376
chr11	86286093	86287124	1031	chr11	86298159	86312527	Rnft1	+	14368	11035
chr11	86386135	86389177	3042	chr11	86358493	86380862	Tubd1	+	22369	5273
chr11	86626801	86627807	1006	chr11	86582348	86621198	Dhx40	-	38850	5603
chr11	86647086	86648289	1203	chr11	86637694	86637961	AL596111.1	+	267	9125
chr11	86648694	86650287	1593	chr11	86637694	86637961	AL596111.1	+	267	10733
chr11	86652711	86653711	1000	chr11	86637694	86637961	AL596111.1	+	267	14750
chr11	86664439	86665439	1000	chr11	86637694	86637961	AL596111.1	+	267	26478
chr11	86705900	86708212	2312	chr11	86749927	86807209	Ypel2	-	57282	41715
chr11	86723710	86724710	1000	chr11	86749927	86807209	Ypel2	-	57282	25217
chr11	88046855	88048484	1629	chr11	88017890	88025009	Mrps23	+	7119	21846
chr11	88888834	88890104	1270	chr11	88896493	88928164	Dgke	-	31671	6389
chr11	93848257	93849440	1183	chr11	93857405	93987399	Spag9	+	129994	7965
chr11	94120608	94122009	1401	chr11	94097270	94107319	Wfikkn2	-	10049	13289
chr11	94134540	94136220	1680	chr11	94149204	94183302	Luc7l3	-	34098	12984
chr11	95549422	95550672	1250	chr11	95528271	95542087	Phb	+	13816	7335
chr11	96853842	96855003	1161	chr11	96814654	96844273	Sp2	-	29619	9569
chr11	96856271	96857639	1368	chr11	96814654	96844273	Sp2	-	29619	11998
chr11	96987171	96990654	3483	chr11	96997485	97012809	Tbkbp1	-	15324	6831
chr11	97169707	97171781	2074	chr11	97177030	97191234	Mrpl45	+	14204	5249
chr11	97267537	97268537	1000	chr11	97223865	97259856	Socs7	+	35991	7681
chr11	98643853	98645151	1298	chr11	98629246	98636647	Nr1d1	-	7401	7206
chr11	98647046	98648473	1427	chr11	98656830	98669173	Msl1	+	12343	8357
chr11	98649552	98651431	1879	chr11	98656830	98669173	Msl1	+	12343	5399
chr11	98992817	98996014	3197	chr11	99005510	99016391	Ccr7	-	10881	9496
chr11	98997575	98998575	1000	chr11	99005510	99016391	Ccr7	-	10881	6935
chr11	99021877	99025076	3199	chr11	99005510	99016391	Ccr7	-	10881	5486
chr11	99028526	99029734	1208	chr11	99005510	99016391	Ccr7	-	10881	12135
chr11	99031667	99033337	1670	chr11	99005510	99016391	Ccr7	-	10881	15276
chr11	99037319	99040598	3279	chr11	99005510	99016391	Ccr7	-	10881	20928
chr11	99049757	99051551	1794	chr11	99070361	99092331	Smarce1	-	21970	18810
chr11	99111211	99112211	1000	chr11	99094075	99105399	Krt222	-	11324	5812
chr11	101004790	101005915	1125	chr11	101017221	101023101	Tubg2	+	5880	11306
chr11	101785770	101787095	1325	chr11	101800815	101801213	Rpl27-ps2	+	398	13720
chr11	103304062	103305282	1220	chr11	103313269	103365911	Lrrc37a	-	52642	7987
chr11	103861573	103863655	2082	chr11	103828053	103846651	Arf2	+	18598	14922
chr11	103874245	103875811	1566	chr11	103828053	103846651	Arf2	+	18598	27594
chr11	106822683	106824207	1524	chr11	106833372	106834404	Gm11707	-	1032	9165
chr11	106873256	106874330	1074	chr11	106865223	106866054	Gm11708	-	831	7202
chr11	109173262	109174313	1051	chr11	109086669	109159443	Rgs9	-	72774	13819
chr11	109192054	109193607	1553	chr11	109216092	109224968	Gm11696	-	8876	22485
chr11	109720887	109722476	1589	chr11	109707192	109709790	1700023C21Rik	+	2598	11097
chr11	109736745	109738043	1298	chr11	109707192	109709790	1700023C21Rik	+	2598	26955
chr11	110230355	110231959	1604	chr11	110260436	110386836	Map2k6	+	126400	28477
chr11	110232944	110234911	1967	chr11	110260436	110386836	Map2k6	+	126400	25525
chr11	110822603	110824204	1601	chr11	110829347	110889282	Kcnj16	+	59935	5143
chr11	111678711	111680759	2048	chr11	111657661	111662190	Gm11674	-	4529	16521
chr11	112016167	112017167	1000	chr11	111968752	111993510	Gm11680	+	24758	22657
chr11	114744030	114745408	1378	chr11	114751355	114765968	Cd300a	+	14613	5947
chr11	115495083	115496083	1000	chr11	115475492	115489595	Slc25a19	-	14103	5488
chr11	115577483	115580252	2769	chr11	115585608	115586148	Gm11703	-	540	5356
chr11	115608140	115609140	1000	chr11	115590780	115590993	Gm11704	+	213	17147
chr11	116180161	116181711	1550	chr11	116187916	116188031	n-R5s74	-	115	6205
chr11	116284516	116285583	1067	chr11	116295408	116300391	Fam100b	+	4983	9825
chr11	116746463	116747516	1053	chr11	116713754	116736949	Mfsd11	+	23195	9514
chr11	117035806	117036931	1125	chr11	116976482	117020582	Sec14l1	+	44100	15224
chr11	117330884	117333150	2266	chr11	117345682	117350328	Gm11733	+	4646	12532
chr11	117337293	117338293	1000	chr11	117345682	117350328	Gm11733	+	4646	7389
chr11	117459927	117460984	1057	chr11	117472561	117475171	2900041M22Rik	+	2610	11577
chr11	117806580	117808815	2235	chr11	117827393	117831361	Socs3	-	3968	18578
chr11	117810472	117811550	1078	chr11	117827393	117831361	Socs3	-	3968	15843
chr11	117812578	117814478	1900	chr11	117827393	117831361	Socs3	-	3968	12915
chr11	117820684	117822102	1418	chr11	117827393	117831361	Socs3	-	3968	5291
chr11	117836658	117837840	1182	chr11	117827393	117831361	Socs3	-	3968	5297
chr11	118223945	118225005	1060	chr11	118162383	118217054	Timp2	-	54671	6891
chr11	118240449	118241489	1040	chr11	118254065	118263406	Lgals3bp	-	9341	12576
chr11	118841535	118843271	1736	chr11	118849417	118854243	Enpp7	+	4826	6146
chr11	118907983	118909860	1877	chr11	118897619	118902283	Cbx8	-	4664	5700
chr11	119785924	119786924	1000	chr11	119774755	119780862	Chmp6	+	6107	5062
chr11	119789441	119790507	1066	chr11	119797117	119804012	Gm11767	-	6895	6610
chr11	120176828	120178504	1676	chr11	120094261	120153610	Bahcc1	+	59349	23218
chr11	120371467	120372914	1447	chr11	120353154	120360501	Slc25a10	+	7347	10966
chr11	8591307	8592307	1000	chr11	8331655	8564538	Tns3	-	232883	26769
chr11	8601072	8602072	1000	chr11	8331655	8564538	Tns3	-	232883	36534
chr11	11421716	11422955	1239	chr11	11362097	11415195	4930415F15Rik	+	53098	6521
chr11	11446952	11448319	1367	chr11	11457424	11479463	Gm11998	+	22039	9105
chr11	20032782	20033942	1160	chr11	20042571	20042793	Gm12030	+	222	8629
chr11	20355164	20356164	1000	chr11	20346415	20346813	Gm12034	+	398	8351
chr11	20432795	20433795	1000	chr11	20443256	20553024	Sertad2	+	109768	9461
chr11	21078715	21079773	1058	chr11	21097711	21097979	7SK	-	268	17938
chr11	21079921	21082537	2616	chr11	21097711	21097979	7SK	-	268	15174
chr11	22484556	22485556	1000	chr11	22500338	22510882	Gm17335	-	10544	14782
chr11	22491487	22492487	1000	chr11	22500338	22510882	Gm17335	-	10544	7851
chr11	22593335	22596242	2907	chr11	22608883	22609260	Gm12054	-	377	12641
chr11	23755689	23757181	1492	chr11	23762646	23795253	Papolg	-	32607	5465
chr11	24143000	24144412	1412	chr11	24101418	24117601	Gm12066	+	16183	25399
chr11	24146007	24147007	1000	chr11	24101418	24117601	Gm12066	+	16183	28406
chr11	24157649	24159224	1575	chr11	24101418	24117601	Gm12066	+	16183	40048
chr11	24300706	24301706	1000	chr11	24326246	24622646	Gm12068	+	296400	24540
chr11	43580602	43581702	1100	chr11	43588108	43714712	Adra1b	-	126604	6406
chr11	54037545	54038545	1000	chr11	53991274	54026787	4933405E24Rik	-	35513	10758
chr11	60922355	60923359	1004	chr11	60940257	60962874	Tnfrsf13b	+	22617	16898
chr11	60929633	60930633	1000	chr11	60940257	60962874	Tnfrsf13b	+	22617	9624
chr11	61221183	61222299	1116	chr11	61229904	61230317	Gm12271	-	413	7605
chr11	61416335	61417335	1000	chr11	61330751	61393187	Epn2	-	62436	23148
chr11	61433281	61434723	1442	chr11	61466767	61486286	Grap	+	19519	32044
chr11	61453376	61454376	1000	chr11	61466767	61486286	Grap	+	19519	12391
chr11	61458123	61459896	1773	chr11	61466767	61486286	Grap	+	19519	6871
chr11	66796690	66799390	2700	chr11	66815588	66825127	Gm12299	+	9539	16198
chr11	77443224	77444414	1190	chr11	77453356	77453535	Gm12732	+	179	8942
chr11	79124175	79125175	1000	chr11	79109681	79110408	Gm9964	-	727	13767
chr11	83363756	83365612	1856	chr11	83339280	83344020	Ccl5	-	4740	19736
chr11	85802813	85803928	1115	chr11	85796070	85796148	AL592465.2	+	78	6665
chr11	86198985	86200277	1292	chr11	86222328	86222447	5S_rRNA	+	119	22051
chr11	86243776	86245318	1542	chr11	86250812	86250917	U6	-	105	5494
chr11	86721175	86722219	1044	chr11	86749927	86807209	Ypel2	-	57282	27708
chr11	87781717	87782717	1000	chr11	87793027	87801035	Dynll2	-	8008	10310
chr11	88048707	88049707	1000	chr11	88017890	88025009	Mrps23	+	7119	23698
chr11	88890114	88891114	1000	chr11	88896493	88928164	Dgke	-	31671	5379
chr11	88961935	88962935	1000	chr11	88935155	88954354	Gm525	+	19199	7581
chr11	94482290	94484533	2243	chr11	94491081	94506530	Lrrc59	+	15449	6548
chr11	96857896	96859124	1228	chr11	96814654	96844273	Sp2	-	29619	13623
chr11	99048212	99049355	1143	chr11	99070361	99092331	Smarce1	-	21970	21006
chr11	104864392	104865392	1000	chr11	104892471	104893161	Gm11622	+	690	27079
chr11	106843115	106844760	1645	chr11	106849943	106860855	Kpna2	-	10912	5183
chr11	110240953	110241953	1000	chr11	110260436	110386836	Map2k6	+	126400	18483
chr11	116644071	116645071	1000	chr11	116600308	116636821	St6galnac1	-	36513	7250
chr11	118952989	118953989	1000	chr11	118959278	118959348	AL662835.1	+	70	5289
chr11	120166403	120167403	1000	chr11	120094261	120153610	Bahcc1	+	59349	12793
chr12	3547745	3548818	1073	chr12	3572381	3781796	Dtnb	+	209415	23563
chr12	3790903	3792887	1984	chr12	3572381	3781796	Dtnb	+	209415	9107
chr12	4554895	4555918	1023	chr12	4599632	4599733	Gm3625	-	101	43714
chr12	8357881	8360816	2935	chr12	8320239	8350630	Hs1bp3	+	30391	7251
chr12	8365665	8367216	1551	chr12	8320239	8350630	Hs1bp3	+	30391	15035
chr12	8391862	8394404	2542	chr12	8320239	8350630	Hs1bp3	+	30391	41232
